0	3	5	1	2
0	1	2	3
0	1	3	4	26
0	1	2	3
0	3	2	1	44
0	1	2	4
0	1	4	5
0	1	2	6
1	8	1	7	12	0
3	2	4	1	5
5	1	9	2
3	4	3	2	4
0	10	3	7	2	9
0	5	4	2	1	26
11	10	8	2	9
0	1	2	3	4
5	4	6	43
0	1	2	7
0	2	1	5
1	2	4	3
3	1	0	2	9
1	2	5	6
2	0	3	1	2
0	3	1	9
1	2	1	5	2
2	3	4	5
4	1	5	0	2
0	1	4	2
1	5	2	6	13
3	1	0	4	16	40
0	3	1	2	4
0	1	2	4	5
0	1	2	3
0	1	4	3
0	2	1	4
3	17	18	3	15
1	3	9	6
0	1	2	3	4
0	2	4	8	7
0	5	1	8	9
2	4	1	5
0	1	2	7	3
0	1	2	4	10
3	1	2	4	0
4	1	2	5
0	1	3	4
0	1	2	3	4
5	10	11	6	12	0
0	12	5	2	12	0
0	1	5	3	4
1	2	0	3	4
4	2	4	7
1	2	5	4
0	1	2	3
2	4	1	5	0
1	2	4	6
1	2	5	6
0	1	2	3
1	2	4	7	6
1	2	3	5
2	4	3	5
1	2	4	6	5
4	5	2	12
1	2	15	1
0	1	4	5
0	1	4	7
1	2	5	4
1	2	5	4
0	3	1	4	2	11
1	2	3	4	0
0	1	4	2
3	1	0	-1	5
0	1	13	2	3
1	2	3	5	4
0	1	-1	10	3
3	4	3	2	5
0	1	2	3	4
0	1	4	5
4	6	1	5
1	15	3	4	0
0	1	2	3	7
0	1	2	8	3
0	1	5	3
1	3	7	8	0
0	7	9	6
0	1	4	2
0	1	2	3	4
1	2	3	4
0	1	2	3
0	1	3	2	4
3	1	0	2	12
0	1	2	5
0	1	9	3
0	1	3	4
0	3	1	4	2
0	1	2	4
4	1	5	3	0
3	1	2	4
0	1	2	3
0	1	2	3	4
3	8	2	4
4	5	2	3	0
0	1	4	3
1	2	3	10	20
3	1	4	0	2	7
0	10	5	9
0	4	1	2
0	1	3	6	4
0	1	2	11
8	10	14	4	0
0	1	3	2	5
3	4	5	1	0
4	2	1	7	5	0
0	1	4	3	4
3	1	4	2	0
0	3	1	2	4
0	1	2	5	4
0	1	2	3
0	1	4	2	5
3	1	7	4	0	2
0	1	65	5	4	33
4	2	1	3	0	7	18
3	1	5	6	0
3	1	4	3	2
3	1	2	0	4
0	2	6,24	5
0	3	1	2	4
0	1	3	2
0	5	5	12	0
0	5	1	4	2
0	3	5	-1
4	1	5	7	2,3
3	1	3	4
0	1	4	3	5
0	1	5	3
0	1	4	2	3
6	1	7	4	8
5	1	0	10	12
3	1	11	10
0	1	3	2
0	1	2	3
5	10	6	11	0
2	4	6	5	0,1
3	1	0	6	5
0	2	1	-1
3	1	4	0	2
0	1	10	11	4
0	1
0	2	1
3	2	5	4
0	1	4	2
3	1	4	2
3	1	4	0
0	1	3	5
1	3	8	7	6
0	1	5	4	6
0	1	4	2
0	1	2	3	4
5	3	9	6	11
0	4	1	6	7
1	2	25,41	6	8
0	1	10	4
8	2	9	0
0	7	1	9	8
4	1	5	4	6
4	9	10	6
0	1	4	2	3
0	1	3	9
3	4	5	2	1	6
0	1	2	5	3
0	1	4	5
0	4	2	5	1
0	1	7	2
0	1	3	2
2	3	5	7	4	6
1	2	4	5
0	1	4	2	3
0	1	3	2	5
6	10	3	8	9	1
3	4	0	6	1
0	2	1	4	5
1	2	4	5	0
0	1	-1	2	5
0	1	2	3
0	1	4	11	2,20
5	1	0	6	7
0	1	2	4	3
0	3	1	4	2
3	1	3	4	2
3	1	0	5	4
3	1	8	2	0
2	1	3	0	9
1	2	9	5	4	7
7	5	10	0	8
0	1	2	4	3
1	4	2	3	0
4	6	7
1	3	2	4	5
1	4	2	5
0	2	11	7	8
4	2	1	6	0
4	3	1	0	18	5
1	2	4	3	9
0	1	3	4	22
0	1	2	3
3	5	4	13	1	58
9	1	4	2	5
3	1	4	2
3	1	5	7
0	1	5	8
0	1	3	4	7
5	1	6	7	-1	0
6	7	1,15	5,4	28,27	44
0	1	2	5	3	4	16
0	1	2	3	4
3	1	-1	5
0	8,9	1	3
3	4	7	1,2	0	25
1	2	4	5	0
4	1	5	2
1	2	3	8	0
2	5	7	4
0	4	3	1	5
2	5	7	3
1	2	3	4
0	2	4	1	3	10
1	2	10	11	1	0
1	2	6	5	4
3	1	4	2
1	5	2	9	0
1	2	4	11	5	0
1	2	4	3	5
1	3	4	3	0
1	2	4	5
1	2	4	3	7
0	1	4	2	3
5	6	2	14	11
3	1	9	0	4	3	2
3	4	1	8	0
0	1	4	3	5
0	1	3	2
1	2	4	3
0	1	3	2	4
0	2	-1	3
0	1	5	4
0	1	2	5
0	1	2	4	3
3	4	6	8
1	8	4	1
1	2	4	8
0	1	2	22	3
0	1	3	4
0	1	2	4
0	1	3	2	7
0	1	2	4
0	1	4	3	2
0	1	4	3	6
0	1	2	3
0	3	4	-1	3
0	4	1	3	2
0	4	3	1	13
0	1	2	3
1	7	3	8	4
4	1	2,3	5	6
1	2	3	7
0	1	3	4
0	1	2	3	17	11
0	3	2	4	6
3	1	2	4	0
0	1	2	8
0	1	0	2
0	1	4	5	7
0	1	3	4
0	1	3	9
0	4	1	3	6
0	1	2	6	3
3	4	1	6	5
3	1	4	3
0	1	4	10
0	2	9	6	3
1	2	4	8	0
3	1	4	5	3
0	1	4	2
5	0	7	6
0	1	2	5
3	1	4	5	0
3	1	2	12	0
0	1	2	4
3	13	4	0	9
0	1	2	3
3	1	4	6	0	2
0	1	2	6
0	1	8	13
3	4	1	0	2
0	25,0	3	4	7
6	0	1,3	5
0	1	3	4	2
0	2	4	3
0	1	4	6	5
3	1	4	6
0	2	1	6	4
1	2	3	4	6
3	2	4	1	0
3	1	0	4	2
0	1	2	3	4
0	1	2	8	4
0	1	2	3	4
1	2	6	8	9	0
0	1	4	3
10	4,51	6	12	11	0,1
5	1	2	6	0
0	1	4	3
0	1	-1	2
0	1	4	9
0	5	3	4	2
0	3	3	2
0	1	6	5
3	1	4	0	2
4	1	7	5	0
3	1	4	5
4	1	0	6	5
8	9	10	7	25	3
0	1	3	2
0	3	1	8	2
0	1	3	2
0	3	3	4
0	1	6	4	3
3	1	4	3	2
0	4	1	2	9	6
0	1	2	4	5
0	1	3	2	4
1	2	3	4	0
0	1	5	2
0	1	2	3
0	1	3	4	2
0	1	4	2
3	1	4	0	20
3	4	3	4
0	1	4	2	3
0	1	4	3	9
0	1	4	5	2
0	1	4	5	3
0	2	1	4	3
0	1	2	3
0	1	0	2	9
2	3	1	8	0
0	4	1	3	2
3	1	0	2	4
0	1	4	2
0	1	8	-1	2
2	1	4	7
2	3	4	5
2	2	4	5	1
2	3	6	4	5
0	1	4	2
0	1	2	4
0	1	3	4	2
0	1	2	3	4
1	2	3	5	0
0	1	7	4
0	1	4	2
0	1	4	7	3
4	1	2	0	5
0	1	14	3	2
0	1	4	3
19	-1	3	14	21,3
3	2	3	5	1
1	18	4	2	6
7	1	8	11
0	2	9	10
5	1	11	6	8	0
1	2	0	4	5
0	2	1	17	3
0	1	2	4	3
4	1	9	5
3	2	3	6
1	2	10	18
0	6	2	5	1	4
1	2	1	5
0	1	5	3	6
1	5	4	7
1	2	4	3
4	2	3	5	0
1	2	6	3	0
1	2	3	5
1	6	2	13
1	2	3	4
7	11	8	9	-1
0	5	2	3
3	1	9	2	0
0	1	4	3	6
0	4	1	2
0	1	4	2
0	1	6	7	5	2
0	1	2	3
3	1	5	9	0
0	1	2	4
1	2	7	3
0	1	4	3
0	1	2	5
1	2	4	13
1	2	5	4
2	3	4	6	0	1	7
3	1	5	3	4
6	7	8	4
6	1	7	3	0
3	1	24	3	10
0	2	5	6	3
0	1	2	3	16
3	4	1	10	0
0	1	3	5	2
3	1	0	2	5
3	4	0	1	7	5
3	0	1	7	10
0	1	2	5
3	4	5	0	1
0	2	3	4
2	1	0	3	4
0	1	2	3
0	1	2	3
4	5	6	2	9
1	2	6	8	4	0
4	1	2	5
0	3	2	4
1	7	4	0	2
0	1	2	3
0	4	1	2	6
0	7	7	6
0	1	4	6	2
3	1	4	2	0
7	2	8	13	9
0	1	2	4
0	2	3	5	4
0	1	3	4
0	2	3	1	4
4	1	6	2	0
3	1	0	4	10
0	1	4	3	2
0	1	3	2
3	1	4	5
3	4	12	1	2
0	1	4	3
0	1	3	2
0	1	9	5	4
1	2	4	3	16
0	1	2	4	3
0	1	2	4	5
0	2	1	4	3
0	1	2	3
0	1	5	6
0	1	3	2	14
3	1	4	4	5
1	2	3	11
3	1	4	0	2
3	1	4	0	2
6	2	5	29	1
0	1	5	4	12
0	1	5	3
3	1	4	6
4	-1	5	4
0	1	4	3
0	4	1	3
0	1	3	4	2
0	1	2	10
6	7	2	0	8
0	1	2	20
0	1	2	-1
0	5	2	3
0	1	2	11	3
0	1	5	2
0	1	3	2	4
0	1	4	3
0	1	2	3	4
0	1	3	4
1	2	3	5
1	2	3	1
1	5	4	2
0	1	2	3	5
0	1	4	2	3
3	1	4	2	0
5	6	3	4	0	7
1	4	2	5	16	0
6	7	1	8	2
0	8	7	9
6	10	4	5	7
0	3	1,3	10
0	1	4	15	3
1	2	4	3
1	2	5	3	6
1	2	6	8	5
1	6	2	7	0
0	4	2	19	11
0	4	3	10	9	1
4	2	6	1	5
1	4	3	2
1	2	5	3	9
1	2	5	4
4	5	2	6
0	2	1	3	7
0	1	4	2,3	5
0	0	1	2	4
0	4	3	6	2	5
3	1	4	2	5
0	1	4	3
0	1	3	4	2
0	1	3	2	10
0	2	1	3
1	2	5	4
1	5	2	3
1	2	4	6	5
4	1	5	10	6	0	2	29
1	4	2	5
0	1	2	4	-1
6	1	9	7	24
0	1	-1	5
6	7	11	3
3	1	4	0	5
0	1	4	2
1	3	5	4
3	1	5	12	0
0	2	4	5	3
3	4	5	1
0	1	2	7	3
0	1	5	4	7
0	4	1	5	3
3	1	0	5	2
0	1	2	6
1	2	4	5
1	2	5	7
1	2	3	4	7
0	1	2	3
0	1	7	4
1	5	6	4	0
2	5	1	4	3
1	2	4	3
0	3	1	2	4
6	7	2	8	1	4
2	3	4	1	2
3	1	4	5
4	5	1	3	10
0	2	1	5	3
0	4	1	11
0	1	2	5
0	1	2	6	3
1	7	9	6
0	5	3	5
0	1	3	4
3	2	4	0	1
3	1	4	0
0	1	3	4	2
3	1	7	2
1	2	5	3	10	7
2	4	3	6	5	0
0	7	3	1	5
5	1	3	7	2
0	13	2	3	17
0	1	5	2	3
0	1	2	4
0	1	2	4	8	3
0	1	4	3
4	1	5	6	2
0	1	2	5
0	1	5	6	2
0	1	2	9	3
0	1	8	2	3
0	1	2	12	10
0	1	2	9	3
0	1	2	7	8
0	1	8	9	40
4	5	2	6	1
3	4	6	19	0
0	3	2	4	1
3	1	4	6	2
0	1	2	4	10
0	1	2	3	4
0	1	3	5
0	1	4	5	2
0,8	8	4	9	3
0	1	2	3
0	1	2	0	4
1	2	6	14	4
0	1	3	2
0	1	2	4
4	1	2	7	5
0	1	6	4
0	1	3	2
0	1	2	3	4
0	3	1	8	7
0	1	2	4
0	1	3	2	4
0	1	-1	8	2
13	1	3	4	5
1	7	2	6	5
1	4	5	6	0
1	2	1	4
4	6	5	2
1	2	5	4	6
3	1	6	2	0
4	2	6	7	2	4
4	6	2	0	-1	8
6	7	2	1	8
1	1	2	5	4
0	0	5	1	2	6
4	5	9	6	0
2	3	4	5
1	2	3	4
1	3	2	4	12
2	3	6	9
1	5	3	2
6	2	4	5
2	5	4	7
3	1	8	6	2
0	1	5	2	3
0	1	9	16
3	1	2	5	0
10	3	2	8	0
2	3	4	6
0	1	2	5	12	1
2	1	0	3	9
0	1	1	2
1	4	5	8	11
5	1	3	8	0
4	5	16	2	15
0	1	4	2	3
0	1	3	8	2
1	2	3	4	0
4	2	1	6	0
1	2	3	7	0
0	1	3	8
1	5	6	2
4	4	5	1	12
0	1	7	2	12	9
3	3	4	1	7
3	1	11	4	0
0	1	4	2	5
4	5	6	3
0	3	1	13	2
3	1	4	0	13
0	1	3	5
17	0,24	6	23	4
0	1	3	5	2	4
0	1	4	2
0	1	4	3	5
0	1	3	2	4
0	1	2	3
2	8	12	1	7
3	1	2	4
0	1	3	4	2
0	14	3	4
0	1	2	4
0	1	4	2
0	1	2	3
0	1	2	3
0	1	2	3
3	4	6	0	1
0	1	2	5
0	2	1	3
4	1	5	3	0
0	1	2	3
5	3	6	2	0	10
0	1	3	2
0	1	3	4	2
3	1	4	0	2
4	1	5	2	6	0
0	1	2	4	0
0	2	3	4	1
0	1	0	6
0	1	3	5
0	2	3	1	4
0	1	3	4
0	1	2	4	3
0	1	4	7
0	1	2	3	4
0	4	1	3	2
0	1	2	4
3	1	2	4
3	1	2	4
0	1	4	3
3	1	4	3	5
0	1	3	4
0	1	4	3	2
0	3	1	2	4
0	1	4	3
0	1	3,2	4
3	4	2	1
1	2	1	5
0	1	4	2	7
1	2	3	5	6
4	1	5	2	11
1	2	6	4
1	2	5	4	0
0	1	3	2
0	1	2	17	3
0	1	3	4
0	1	3	4	2
3	1	4	14	0
0	1	2	4
3	2	4	5
0	1	2	3	5
4	2	5	22	3
0	1	5	10
4	1	7	2	0	5
3	1	4	3	5
3	1	4	0	2
7	1	0	8	10
6	1	2	4
0	1	5	2
1	2	3	4
4	1	2	0	5
3	2	4	3	5	0
1	3	5	9
1	5	6	9
0	1	2	3
4	1	3	5
0	1	2	3
0	9,1	3	2
0	5	13	1	2
0	1	2	3
0	2	1	3
0	1	5	7	3
0	1	2	7	3
0	1	8	6
0	1	2	17
0	1	8	5
0	1	2	4	3
4	1	6	0	7
0	1	3	11
3	1	2	4	0
0	1	4	5
0	1	3	2
0	1	3	4
0	1	2	3
0	1	6	5
0	1	2	3
0	5	2	1	4
0	1	2	7
5	1	6	0	12
0	1	4	5	3
0	1	4	3	2
0	1	2	3
0	5	2	3	4
-1	1	5	3
0	1	3	2	4
0	1	3	2
0	1	3	4
0	1	4	7	20
0	1	4	2
0	1	4	3
0	1	2	4
0	1	3	4	2
0	1	3	4	2
4	4	1	2	10
0	1	3	4
0	5	4	3
3	1	4	5
0	4	2	3
0	1	4	15
0	1	3	2
0	3	1	2	11
0	1	4	2	5
0	1	4	-1	2
3	1	0	2	12
0	5	7	8
0	2	4	1	5
0	1	2	3
1	3	2	6	4
8	9	10	18	0
0	1	4	2	5
0	3	1	2
0	3	18	4	1
0	1	3	5
0	1	2	5	4
0	1	2	4
0	1	2	3
3	1	2	4
0	1	2	3
3	1	3	4	10
0	1	14,15	4	3
0	1	5	0
0	1	3	5
3	9	7	9
0	1	2	5	3
0	1	3	4
0	1	4	3
3	1	10	18	0
3	4	2	5
0	1	2	4	3
0	1	2	3	4
0	1	3	2
0	16	-1	18
0	1	2	6	4
0	1	2	4
3	1	4	2	6	0	7
0	3	2	3	4
0	1	4	3	2
0	1	4	8
3	1	0	5	4
1	6	2	10	8
0	4	1	5	3
0	1	4	2
4	2	0	3	6
0	1	2	7
0	1	2	3	6	7
4	3	6	5	0
0	1	2	5
3	1	4	10	2
3	1	4	0	2
3	1	4	6	0
0	1	2	3
0	1	4	3
0	1	2	4
0	1	2	3
0	3	4	1	5
3	2	1	6	5
0	8	28	18
3	5	2	6	0
3	1	5	4	0
0	1	5	2	3
0	5	3	2
0	1	4	9
3	1	4	5	0
1	3	2	10	0
0	1	3	4
0	1	3	2
0	1	3	4	2
0	3	1	5	5
0	1	2	4	5
0	1	2	3
0	1	7	8	9
0	1	6	4
0	2	1	3	6
0	1	4	2
0	1	4	5
2	3	14,50	7	9	0
0	1	5	3
5	2,3	4	6	1	7
0	1	2	5
0	1	4	2	-1
0	1	5	2
3	1	4	2	0
0	1	2	3
2	3	4	1	5
4	5	3	15	0
0	1	2	15	3
0	1	2	4	3
1	3	2	5	0
0	2	6	1	3
0	1	3	2	4
4	1	5	2
3	1	4	0
3	1	2	25
0	1	3	4	5
0	3	7	9	22
0	1	7	3
0	1	2	4
3	4	7	0	2
0	1	3	2	4
3	1	4	2	0
0	1	5	4	2
1	5	2	4	11	0
0	1	2	4
4	1	5	2	7
5	6	7	1	0	9	11
3	4	2	6	5	0
3	1	3	2
3	2	6	1	0	5
3	2	0	1	4
0	1	3	5
0	2	1	4	5
0	1	6	2	4
3	1	2	0	4
4	10	6	5	12
4	5	10	11	6
0	1	4	3
0	1	4	2	3
0	3	8	7
0	1	3	2
3	4	1	2	0	7
1	2	4	3
1	2	7	5	4
1	2	3	4
7	8	1	10
0	1	4	2
5	14	7	19	3
0	1	2	4	3
0	3	2	1	5
5	1	6	9
6	2	5	9	7
0	3	1	2	4
4	1	8	5,6	0
0	1	2	3	13
0	1	2	7
1	3	14	0	4	2
1	3	4	5	0
0	1	16	3	2
0	5	4	10
0	1	6	12	7
0	1	3	2
0	1	2	9
1	5	2	5	4
0	1	5	3	4
3	-1	4	1	0
1	3	2	7
5	1	6	11	0
7	4	0	9	2
0	2	4	8
0	1	3	4
0	1	6	4	5
3,15	1	3	2	4
4	5	3	5
0	1	2	3	4
3	1	4	5	0
0	1	3	2
0	1	2	3
6	2	7	0	12	3
0	1	4	5
0	1	2	4
0	1	5	2
3	1	0	2	8
2	4	3	5
0	4	9	10	1	3
0	1	4	5
0	15	3	16
0	1	2	4
1	2	5	6	0
0	1	3	6
0	1	5	3
0	1	7	2
5	3,2	12	23
0	1	4	9	3	2	22
0	1	4	47	3
0	3	7	6	5,4
3	1	0	4	2	11
0	1	4	3
3	1	2	4	0
0	1	3	2
7	4	5	14	1
0	1	2	4	3
0	1	2	4	15	5
4	1	5	6	0
9	8	13,11	2	10	0
0	1	4	5	3
0	3	2	4
0	4	3	2
7	-1	8	15	0
4	7	1	8	6
1	11	10	6	9	7
0	1	4	3	2
0	1	4	2	3
2	3	10	4,41	-1
6	8	7	-1	0	13
0	1	2	3	4
3	11	0	4	2
0	1	3	2	4
1	4	7	9	41	5
0	1	9	14
0	1	2	5
0	1	2	5
3	1	2	0	4
3	1	2	4	0
2	8	6	7
5	2	7	6
5	2,1	6	3	0
0	2	1	7
0	1	4	5	12
0	1	3	2
0	1	2	3	4
0	1	6	2
4	1	3	5	0	37
0	8	3	5
3	1	4	2
0	1	3	2	16,0
0	1	3	4
4	1	5	9	0
4	1	5	2
0	6	5,28	1	8
3	1	-1	4	6
3	1	0	4	5
0	4	3	2	1	16
0	1	2	3	4
0	1	4	2	3
0	1	5	7
0	1	2	3
2	3	1	4
3	1	4	9
0	1	-1	10
0	1	4	3	5
3	1	3	3	11
0	1	3	6	8	5
-1	1	5	0	4
0	1	4	3
0	1	3	2
0	1	5	3
0	1	3	2
0	1	3	4	2
0	1	3	2
0	2	3	1	6
0	3	4	2
0	3	1	5	2
1	2	5	4	0
0	4	5	3
0	5	3	20	4
0	1	2	3
0	1	-1	4
3	4	1	6
0	1	2	3	4
0	1	2	3	4
0	1	4	2
0	2	6	8	4,3
0	11	1	2
4	5	1	9
1	2	6	3
0	1	5	2
0	1	2	4
0	1	3	4	2
0	1	3	4	8
0	1	2	11
3	4	1	2	5
4	1	2	5
0	1	4	5	11
0	1	7	3
0	1	3
0	1	7	4	3
4	1	4	5
0	5	4	3
4	2	5	3	6
3	1	0	9
0	2	1	4	-1
4	3	1	5
3	1	3	2
4	5	10	2
0	3	1	6	2
5	6	6	5	7	0
2	4	1	3
1	2	4	5	9	10
3	8	2	5	6	1	8
1	5	8	2	7	0
8	4	2	9	14
1	4	2	8	7
1	6	8	10,11	7	0
1	2	7	9
1	2	3	5	13	0
0	1	2	10
1	3	3	7
2	9	8	1
3	1	4	9	0	10
1	1	3	2	8
2	3	4	6
4	2	7	6
1	2	3	4
0	1	8	2
1	2	2	14
3	1	2	6	4
1	2	3	4	5
2	3	4	7
0	1	3	4
1	2	4	7
0	1	2	3	4
1	2	3	4	0
1	2	3	4
1	2	5	7
7	1	8	2	9	0
1	5	6	9
0	1	6	2
3	1	7	4	0
1	2	3	6	0
0	1	4	2	3
3	1	8	4	0
0	1	2	4	3
0	2	3	4
0	1	2	4	3
5	2	4	7	0
0	1	6	2	3
1	2	5	3	4	0
3	4	2	9
3	5	15,9	4	6
10	11	3	16	8
4	5	6	3	0
6	4	3	9	8
3	1	4	9	2	0
1	2	5	3	6
1	7	5	3
15	2,8	-1	0,1	3
3	1	2	0	4
0	1	1	3	2
0	1	4	2	3
2	1	4	5	0	3
0	1	5	4
-1	1	2	3	4
3	1	5	0	4
0	1	13	-1
0	1	3	2	5
0	3,2	5	1	4
0	1	2	4	3
0	3	1	2	5	3
0	1	2	3	4
3	1	4	0	8	6	5
0	1	4	2	3
0	1	-1	2	6
0	4	1	3	2
4	5	1	0	6
5	2	9	4	7
0	1	5	3	4
0	1	29	4	5
0	1	4	2	3
3	1	2	4
0	1	4	3
0	1	3	5	2
0	1	4	2	-1	6
0	1	4	4	3
0	1	4	2	3
2	4	6	7	0
0	1	4	3	2	5
0	1	4	5	3	7
2	5	1	0	8
3	4	2	5
0	1	2	4	3
0	1	3	2	4
3	3	4	0	6
3	1	2	0	7
0	6	2	6
0	1	3	4
0	1	3	2
3	1	4	4	3
3	4	1	7	2
2	3	4	5	1	0
1	2	7	4	5	6	0	8	10
3	1	2	4	0
1	2	4	3
0	1	3	4
0	1	2	3	4
1	2	3	4
1	2	4	3
0	1	4	3
3	1	2	4	14
4	4	2	6
0	3	1	2	4
1	4	5	12
0	1	2	4	3
0	7	3	8
0	1	3	22	4
0	1	11	6
0	1	4	3	2
0	1	5	9	2	7
0	5	4	2	1
0	1	3	5	4
3	2	1	4
1	7	5	3
0	1	2	5	4
0	1	3	15
5	1	6	2	9
1	2	5	4	6
4	2	7	1
2	3	15	5	10
1	9	8	7
3	1	2	5	0	28
0	1	3	2	4	7
0	1	2	3
0	2	1	4	5	7
0	1	2	5
0	1	4	3	2
3	5	4	16	0
0	1	2	4	3
0	1	4	2
3	1	4	2	0
0	4	1	2	3
3	1	2	0	8
0	1	7	3	3
0	1	2	3
0	1	3	4	2
1	2	5	6	4	0
0	1	4	3	2	7
0	1	4	2
0	1	5	4	3
0	8	2	4	3
0	1	8	5
3	1	4	19
0	1	3	5
4	2	6	1	3
0	1	3	4
3	4	5	1	2
0	3	2	4	6
1	2	5	7	15	0
0	3	4	6
1	2	3	7
0	2	-1	4	3
1	2	3	11	4
3	1	2	8	5
0	1	3	7
4	1	7	20	5	0
3	1	4	5	0
6	3	5	1	7	0
0	1	6	8
0	1	3	4	2
2	4	5	3	0	6
0	3	1	2	4
3	1	4	0
0	1	2	4	3
1	5	2	4	3
3	4	4	3	2
0	2	5	3
0	1	2	4	3
0	4	2	1
3	1	2	5
0	1	6	8	5
4	1	7	2
0	1	5	3	2
3	1	2	-1
-1	2	1	6	15
0	1	4	5	2
3	8	4	2
0	1	2	7	5
0	1	2	4	3
0	3	1	8	4
0	1	6	5
0	1	2	3	3	5
3	1	0	10	2
0	1	2	4
0	1	4	3	16
4	1	5	6	-1
-1	5
0	1	7	6
0	5	4	3
0	-1	4	1	3
5	1	5	6	12
0	3	1	2	4
0	5	4	6	2
3	1	4	5
0	1	16	3	34
5	2	5	7	1	6
4	5	1	7	11
3	7	2	10	5
1	3	6	2	0
0	1	6	2	3
3	1	2	5
1	3	2	6	0
0	1	2	4
4	1	3	11	0
2	3	12	5	6
0	2	1	6	4
4	5	2	5	0
2	4	3	5	1
1	2	4	1
0	5	4	1	6
0	11	7	16	19
0	1	2	3	5	7
1	2	5	7	3
2	1	3	4	5	0
2	3	7	8	6,5
0	1	8	15	9	7
5	1	3	7	6	0
1	2	5	6	4	0
1	2	4	5	3	0
1	2	3	4	8
4	1	2	5
4	1	2	5	9	0
0	4	5	2	1
1	2	10	6	3	8	0	4
1	2	3	7	5	6	0
-1	1	2	6	0
5	5	2	6
1	2	1	0	20
0	1	2	4
5	3	7,41	2	8	0	1	9
1	2	5	4	6
0	1	2	4	5
1	2	4	5	0
5	6	7	10	0
0	2	3	1	4
2	5	6	1	1
3	4	2	5
1	2	3	4	6	0
1	2	6	3	5	0
4	3	5	2	1
1	2	3	4	16	0
0	1	8	3,2	4
0	1	2	5
0	6	1	5
3	1	4	4	8
0	1	2	4
-1	1	5	2
0	1	4	3
0	1	2	3	4
0	2	6	9	65
0	1	5	3
0	1	5	2
0	1	2	5	4
0	2	4	1	3
0	1	7	5
3	1	0	4	5
0	1	2	3	6
0	5	4	8
3	2	1	4	12
3	1	6	0	4
0	7	1	3
0	1	3	3
0	1	5	4	2
0	5	1	6	7
0	3	2	1	11
0	0	2	1	4
3	1	9	0	2
3	4	11	1	0
3	4	1	6	2
0	1	4	2
3	4	1	2	5
1	5	1	2	7
4	2	6	1	7	0
5	2	6	0	9
3	4	5	0
4	5	1	7	8	2
4	5	6	2
7	8	1	10	0
1	2	4	6
4	2	6	8	7	1
5	2	8	1	10
3	1	0	6	13
4	2	6	9	3	0
1	2	1	6	2
1	2	3	10	9	24
1	2	0	0	12	18
1	2	5	6	7
2	3	5	7
1	2	10	4	15	9
3	1	4	6	7
0	1	4	2
0	1	2	3
4	6	73	1	7	0
8	10	11	14	1
5	7	6	4	2	19
0	3	2	5	1
2	1	6	4
1	5	6	4
0	6	3	1	9	7
2	1	0	7	2
4	5	1	6	3	0
0	6	9	-1	5
1	2	3	4
0	1	4	2	3
1	2	4	5	0
0	1	5	7
1	2	7	3	6	4	0
4	1	5	0	9
1	2	3	4
0	1	5	3	4
0	1	2	3
0	2	3	1
0	1	2	-1	3
0	1	3	2	15
2	3	5	1	7
2	7	6	4	1
3	1	2	4	0
1	4	2	3
-1	3	2	4	4
5	1	2	0	3	9
4	2	5	1	3
3	2	1	4	15
1	5	2	6
4	5	1	25	0	3
20	-1	6	-1	3
1	2	10	7	3
3	4	4	8
0	2	10	4	11
0	1	3	5	4
0	1	4	5	2
8	4	9	6	11
0	1	2
0	1	4	2
0	1	2	4
0	1	8	4	7	3
3	2	6	5	-1	1
1	4	2	7	24
2	4	3	3
1	2	3	6
0	5	4	7	3	6
1	6	3	5	3
1	2	5	7	4	8	0
4	1	6	2	5	8
0	1	2	5	4
5	2	7	0	1	0
0	1	2	3
0	2	4	1
3	1	0	4	2
1	2	4	3	5
1	6	2	11	4
4	5	2	10
4	5	3	1	18
0	1	4	2
0	1	2	4	3
0	1	2	3	3
1	2	4	5	0
0	3	4	1
3	2	4	1	-1	0
5	8	11	3	12
1	2	4	5	1	0
1	3	4	2	1	7	0
0	1	4	2
1	2	5	4	8	50
5	2	1	6	0	10
1	2	4	6	0
4	6	1	2	8	7
1	2	5	3	6
3	3	2	5
1	4	9	7	15
2	3	7	1	3
1	2	5	7	3
4	2	5	1	18	0
2	5	6	7
0	1	4	2	3
0	1	3	2	4
1	8	2	5	6
7	2	3	12
4	5	2	0	3
1	2	4	0	8
3	11	13	15
4	6	8	11
4	4	2	5	8	0
3	4	1	6	5
1	2	4	5
5	6	7	1
3	1	2	4	0
5	7	19	2	3	6
0	4	3	2
0	1	2	3
2	1	3	8	0
2	2	7	4	1	0
1	2	5	3	7	0
0	4	3	1	5	2
0	2	3	3	7
5	6	2	8	7	0
1	6	4	17
0	1	4	5	3
0	1	3	9
0	1	2	3	4
3	4	5	2	1
10,54	1	2	3	0	4	10
1	2	3	4	0
1	2	3	0
3	4	7	1	2	6
1	2	0	4
0	4	6	3
2	1	5	3	4
1	6	5	4
20	1	3	2	5
1	3	2	5	4
1	2	3	15
4	6	2	27	1
4	2	7	1	9	0	10
3	1	2	3	7	6
6	4	9	11	3
0	1	2,3	5	4
0	1	3	2	4
2	11	5	8	1
1	2	5	4	9	8	0	6
0	1	3	4
0	5	1	2
1	4	5	2,3	0	6
3	1	3	4	2
1	7	2	4
6	1	4	2	0	8
1	3	2	4
1	2	4	5
1	2	8	6
5	6	1	15	0
2	3	6	5	4
0	1	2	4
1	2	4	9	0
